protein name,invasive counts,invasive fraction,non-invasive counts,non-invasive fraction
MVP,353,0.53976,222,0.77083
B4DRV7,0,0.0,1,0.00347
B4DRN8,1,0.00153,0,0.0
TNPO1,111,0.16972,83,0.28819
MUC5A,26,0.03976,9,0.03125
OLFL1,2,0.00306,1,0.00347
C9J2C3,63,0.09633,29,0.10069
J3QL04,0,0.0,1,0.00347
AUHM,7,0.0107,1,0.00347
B3KR00,6,0.00917,4,0.01389
AAPK2,6,0.00917,4,0.01389
